Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/matt_proteomics/250711_MM_11262_8_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_2_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_7_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_6_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_4_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_5_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_3_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_1_uncalibrated.mzML
O00754	O00754		MAN2B1		1.24468e+07	5.74111e+06	1.06253e+07	4.18823e+06	1.43439e+07	8.35777e+06	1.17556e+07	7.9076e+06
O00762	O00762		UBE2C		1.02683e+07	1.15538e+07	1.06116e+07	1.43113e+07	1.05747e+07	2.92535e+07	9.86033e+06	1.84177e+07
O00764	O00764		PDXK		4.66491e+06	4.61817e+06	4.41689e+06	2.78493e+06	4.42437e+06	3.1553e+06	4.53951e+06	3.4201e+06
O00767	O00767		SCD		7.90513e+07	7.82491e+07	1.12376e+08	9.37714e+07	3.66604e+07	2.91217e+08	9.1939e+07	3.00845e+08
O14494	O14494		PLPP1		4.69644e+06	4.74418e+06	5.17239e+06	4.182e+06	4.62125e+06	5.41126e+06	4.89397e+06	5.25836e+06
O14495	O14495		PLPP3		2.27934e+07	4.29867e+07	3.12293e+07	2.11631e+07	2.23271e+07	3.80857e+07	3.8799e+07	3.90435e+07
O14497	O14497		ARID1A		2.31289e+06	1.01227e+07	3.8338e+06	9.83939e+06	3.9584e+06	3.8288e+06	5.35222e+06	4.52147e+06
O14503	O14503		BHLHE40					1.11637e+06				
O14508	O14508		SOCS2		1.98863e+06	2.75929e+06	2.78922e+06	3.25651e+06	1.24405e+06	2.16506e+06	2.3892e+06	1.67114e+06
O14514	O14514		ADGRB1		583569	528902	486477	570085	480534	408158	437845	315010
O14519	O14519		CDK2AP1		203996	399802	324537	611651		348650	438987	245965
O14521	O14521		SDHD		3.20047e+07	3.84132e+07	2.77746e+07	3.64666e+07	3.97187e+07	4.51492e+07	3.31795e+07	4.20811e+07
O14523	O14523		C2CD2L		5.10845e+06	3.58687e+06	5.17597e+06	4.47274e+06	5.26016e+06	5.96782e+06	4.6918e+06	4.5421e+06
O14524	O14524		NEMP1		1.22371e+06	1.67502e+06	1.43803e+06	1.89407e+06	1.20777e+06	2.08121e+06	1.47406e+06	1.69483e+06
O14525	O14525		ASTN1		1.77062e+06	2.0482e+06	1.71354e+06	1.36378e+06	1.45281e+06	2.28155e+06	1.6263e+06	2.12366e+06
O14530	O14530		TXNDC9		1.33843e+06	1.34955e+06	1.24405e+06	1.38057e+06	1.08748e+06	1.73825e+06	1.05411e+06	1.5371e+06
O14531	O14531		DPYSL4		1.60821e+06	1.4243e+06	1.51962e+06	1.6174e+06	1.23917e+06	1.53462e+06	1.38001e+06	1.05096e+06
O14545	O14545		TRAFD1		172301	251939	233039	263381	227472	264819	195962	206657
O14548	O14548		COX7A2L		3.59406e+07	3.42404e+07	3.8627e+07	4.61136e+07	2.93069e+07	6.77858e+07	3.08695e+07	5.83657e+07
O14561	O14561		NDUFAB1		4.63253e+07	2.59042e+07	2.97437e+07	1.89463e+07	4.88519e+07	4.1118e+07	5.11546e+07	5.11323e+07
O14562	O14562		UBFD1		2.87853e+07	3.92846e+07	3.84782e+07	4.32468e+07	4.06649e+07	3.43627e+07	3.21995e+07	2.90514e+07
O14569	O14569		CYB561D2		4.86465e+06	5.26307e+06	4.74558e+06	4.81331e+06	5.67331e+06	6.81086e+06	5.23895e+06	6.50017e+06
O14576	O14576		DYNC1I1		1.0745e+06	1.38101e+06	1.22466e+06	1.64653e+06	2.08673e+06	473864	2.05785e+06	714166
O14578	O14578		CIT		9.85477e+06	1.00453e+07	8.9139e+06	1.28944e+07	1.02567e+07	1.36373e+07	1.11668e+07	1.51974e+07
O14579	O14579		COPE		6.81379e+06	1.43598e+07	1.44137e+07	1.91698e+07	6.77186e+06	1.17534e+07	1.18323e+07	1.01322e+07
O14595	O14595		CTDSP2		426628	355449	340922	221296	399020	740895	488631	1.18146e+06
O14602	O14602		EIF1AY		6.82187e+06	8.45088e+06	6.84431e+06	6.18108e+06	5.64872e+06	5.88789e+06	8.63263e+06	6.24622e+06
O14613	O14613		CDC42EP2		3.03612e+06	2.84028e+06	2.80522e+06	2.35158e+06	2.73788e+06	2.67462e+06	2.66452e+06	2.59422e+06
O14617	O14617		AP3D1		6.69075e+06	8.75481e+06	9.27598e+06	1.13566e+07	6.00217e+06	7.43242e+06	7.64191e+06	6.60976e+06
O14618	O14618		CCS						1.52908e+06	738228		
O14640	O14640		DVL1		1.19009e+06	1.05274e+06	1.0613e+06	1.0374e+06	874824	1.09684e+06	836442	983768
O14641	O14641		DVL2		5.71099e+06	6.51046e+06	6.90196e+06	6.75822e+06	5.69745e+06	6.44702e+06	7.5563e+06	6.15189e+06
O14646	O14646		CHD1		281911	981291	710558	1.01376e+06	428630	478949	655079	361563
O14647	O14647		CHD2		1.07261e+06	2.66377e+06	1.91116e+06	2.49429e+06	1.65144e+06	1.11446e+06	2.17955e+06	2.52304e+06
O14653	O14653		GOSR2		8.34501e+06	1.01543e+07	8.76166e+06	9.72386e+06	1.24627e+07	1.41798e+07	9.07122e+06	1.57988e+07
O14656	O14656		TOR1A		1.09039e+07	9.21305e+06	1.04618e+07	1.02739e+07	1.44496e+07	1.47272e+07	1.04781e+07	1.37867e+07
O14657	O14657		TOR1B		1.25666e+07	9.08269e+06	9.5368e+06	7.67289e+06	1.77622e+07	1.60785e+07	1.06398e+07	1.45644e+07
O14662	O14662		STX16		1.90589e+07	2.07595e+07	2.01219e+07	2.23983e+07	1.98043e+07	1.94209e+07	2.02152e+07	1.99325e+07
O14672	O14672		ADAM10		1.32333e+08	9.56046e+07	1.23653e+08	1.15612e+08	1.06437e+08	1.83264e+08	1.10746e+08	1.42964e+08
O14678	O14678		ABCD4		4.82423e+06	4.78964e+06	4.13086e+06	4.10925e+06	4.28307e+06	6.60328e+06	3.98426e+06	6.87453e+06
O14681	O14681		EI24		1.12243e+07	1.28532e+07	1.26715e+07	1.33663e+07	1.35726e+07	1.88626e+07	1.46975e+07	1.7345e+07
O14682	O14682		ENC1		724707	1.43837e+06	791161	728215	1.08169e+06	886884	1.13881e+06	1.17278e+06
O14683	O14683		TP53I11		6.72499e+06	5.22158e+06	7.1981e+06	7.94013e+06	5.67605e+06	7.72349e+06	6.54524e+06	4.94461e+06
O14684	O14684		PTGES		1.10183e+07	1.7495e+07	9.01764e+06	8.50647e+06	3.63444e+07	1.71115e+07	1.30355e+07	2.01699e+07
O14713	O14713		ITGB1BP1		772032	785360	615186	685893	595987	900382	596185	911472
O14727	O14727		APAF1		7.13218e+06	6.41657e+06	5.34939e+06	7.8415e+06	4.27128e+06	6.21385e+06	6.49974e+06	6.49197e+06
O14730	O14730		RIOK3		1.45474e+06	2.01716e+06	2.23984e+06	3.05512e+06	1.68602e+06	1.74116e+06	2.18226e+06	2.22682e+06
O14732	O14732		IMPA2		876368	1.46151e+06	1.32856e+06	1.32419e+06	1.3979e+06	1.18639e+06	1.4847e+06	1.24088e+06
O14733	O14733		MAP2K7		3.05208e+06	2.7689e+06	3.35516e+06	3.62515e+06	3.37965e+06	2.59647e+06	3.34552e+06	2.6973e+06
O14734	O14734		ACOT8		1.71124e+07	1.40968e+07	1.54013e+07	8.8466e+06	2.11063e+07	1.8799e+07	1.71693e+07	1.9746e+07
O14735	O14735		CDIPT		2.25398e+07	2.43183e+07	2.672e+07	2.74021e+07	3.22811e+07	3.19148e+07	2.86868e+07	3.29241e+07
O14737	O14737		PDCD5		2.54182e+07	2.33371e+07	1.98468e+07	1.64122e+07	2.71589e+07	1.67963e+07	2.86822e+07	2.16538e+07
O14744	O14744		PRMT5		1.82625e+07	2.05726e+07	2.38125e+07	2.06189e+07	1.87965e+07	1.88631e+07	2.64082e+07	2.10441e+07
O14745	O14745		NHERF1		4.07774e+07	2.1413e+07	2.92723e+07	2.2073e+07	3.39178e+07	2.99426e+07	3.08406e+07	2.93918e+07
O14757	O14757		CHEK1		755027	1.33804e+06	1.16274e+06	1.49457e+06	920229	2.43878e+06	1.1537e+06	2.24652e+06
O14763	O14763		TNFRSF10B		3.41086e+07	1.82865e+07	2.92912e+07	2.37898e+07	4.16775e+07	2.60324e+07	2.5462e+07	1.63101e+07
O14773	O14773		TPP1		7.75245e+07	6.47011e+07	5.66133e+07	3.70332e+07	1.00411e+08	4.87254e+07	7.73764e+07	5.90572e+07
O14776	O14776		TCERG1		7.20933e+06	3.22042e+07	1.88398e+07	3.51465e+07	1.06801e+07	2.5788e+07	2.1525e+07	2.59097e+07
O14777	O14777		NDC80		1.78968e+06	2.52095e+06	2.69754e+06	4.15593e+06	2.21407e+06	3.71179e+06	2.63388e+06	3.04695e+06
O14782	O14782		KIF3C		34555.7	59831.4	74661.6	127488	40458.1	61052.8	65943.1	
O14786	O14786		NRP1		2.10009e+07	1.14827e+07	1.68558e+07	2.08949e+07	2.25446e+07	2.86522e+07	1.32995e+07	1.69846e+07
O14787	O14787		TNPO2		3.61469e+06	5.37961e+06	3.45741e+06	4.63212e+06	3.64013e+06	3.12056e+06	3.72952e+06	2.96137e+06
O14795	O14795		UNC13B		962015	1.21681e+06	1.17897e+06	1.15487e+06	721701	839896	1.25941e+06	916273
O14802	O14802		POLR3A		1.4268e+06	2.38931e+06	2.13039e+06	2.79321e+06	1.58738e+06	1.67776e+06	1.6977e+06	1.29672e+06
O14817	O14817		TSPAN4		9.75819e+06	1.01503e+07	9.07779e+06	8.32673e+06	7.55123e+06	1.38733e+07	8.91964e+06	1.29632e+07
O14818	O14818		PSMA7		2.12005e+07	3.31163e+07	2.59584e+07	2.76705e+07	2.14093e+07	2.37059e+07	2.71376e+07	2.38302e+07
O14827	O14827		RASGRF2		329650	473758	304636	329984	501015	175848	341906	210592
O14828	O14828		SCAMP3		1.98133e+07	1.45053e+07	2.0921e+07	1.98758e+07	1.25272e+07	2.40307e+07	1.55902e+07	1.77422e+07
O14832	O14832		PHYH		1.2737e+06	750462	1.06064e+06	869759	1.17478e+06	1.48499e+06	1.03722e+06	1.10961e+06
O14863	O14863		SLC30A4		407158	356718	522592	528852	284874	481202	501028	493788
O14867	O14867		BACH1		301970	359889	245514	336915	323209	293233	302942	245789
O14874	O14874		BCKDK		5.72923e+06	3.68857e+06	3.74636e+06	2.77053e+06	7.97982e+06	5.63693e+06	6.22366e+06	7.27647e+06
O14880	O14880		MGST3		1.3311e+08	9.25174e+07	9.00611e+07	8.40351e+07	1.00586e+08	1.19305e+08	8.66405e+07	1.0553e+08
O14893	O14893		GEMIN2		965079	1.44237e+06	1.3876e+06	1.79717e+06	1.21497e+06	629624	1.41856e+06	615477
O14907	O14907		TAX1BP3		1.46226e+07	1.95589e+07	1.4735e+07	1.83713e+07	2.03134e+07	2.13227e+07	1.83221e+07	2.11529e+07
O14908	O14908		GIPC1		2.24573e+07	1.61922e+07	1.83405e+07	1.68572e+07	2.17241e+07	2.58405e+07	1.73963e+07	2.21305e+07
O14910	O14910		LIN7A		6.97745e+07	3.66558e+07	6.8877e+07	4.75961e+07	5.58332e+07	7.04887e+07	5.77423e+07	5.32664e+07
O14920	O14920		IKBKB		2.00683e+06	4.00761e+06	2.94022e+06	3.84329e+06	2.21736e+06	2.12668e+06	2.82562e+06	2.38155e+06
O14924	O14924		RGS12		428474	248058	222130	139218	360311	218641	258568	219291
O14925	O14925		TIMM23		7.86224e+07	7.43548e+07	7.56068e+07	6.58545e+07	9.21496e+07	1.95877e+08	7.22923e+07	1.83956e+08
O14929	O14929		HAT1		2.31143e+06	1.45574e+07	7.31142e+06	1.47485e+07	3.86602e+06	8.63937e+06	6.93293e+06	8.75636e+06
O14933	O14933		UBE2L6		7.29121e+06	1.18403e+07	1.29839e+07	1.48919e+07	1.28933e+07	9.6496e+06	1.35805e+07	9.9296e+06
O14936	O14936		CASK		1.1413e+07	7.41462e+06	1.00923e+07	6.54325e+06	9.53444e+06	7.69132e+06	8.67925e+06	8.46972e+06
O14939	O14939		PLD2		8.54346e+06	9.61924e+06	1.00449e+07	8.89554e+06	6.69087e+06	1.10317e+07	8.39382e+06	8.95887e+06
O14949	O14949		UQCRQ		9.66759e+07	1.16625e+08	1.02861e+08	1.13128e+08	1.11444e+08	1.56881e+08	1.01919e+08	1.46865e+08
O14950	O14950		MYL12B		2.2796e+08	2.18821e+08	2.20253e+08	1.52822e+08	2.55846e+08	2.06083e+08	2.16522e+08	2.52294e+08
O14957	O14957		UQCR11		3.02283e+07	3.59536e+07	3.06221e+07	2.57481e+07	1.22637e+07	3.58887e+07	2.19599e+07	2.4743e+07
O14964	O14964		HGS		1.86482e+07	1.71684e+07	1.69957e+07	1.79803e+07	1.38599e+07	1.6602e+07	1.32403e+07	1.61084e+07
O14965	O14965		AURKA		4.92108e+06	5.21831e+06	5.33135e+06	5.78641e+06	6.24878e+06	7.28731e+06	5.3314e+06	6.49189e+06
O14966	O14966		RAB29		7.62861e+06	7.14095e+06	1.07674e+07	9.6243e+06	7.57507e+06	1.18707e+07	8.39602e+06	8.77167e+06
O14967	O14967		CLGN		9.46266e+06	1.29005e+07	1.39124e+07	1.44535e+07	9.14239e+06	1.57609e+07	1.48436e+07	1.66647e+07
O14972	O14972		VPS26C		963960	712026	709115	847944	691069	788319	695098	772953
O14974	O14974		PPP1R12A		3.08226e+07	2.90559e+07	2.8946e+07	2.00244e+07	3.01534e+07	2.03046e+07	3.21267e+07	2.65091e+07
O14976	O14976		GAK		9.95296e+06	1.79197e+07	1.42162e+07	1.89259e+07	1.07524e+07	1.28617e+07	1.42895e+07	1.3526e+07
O14979	O14979		HNRNPDL		8.4857e+06	1.2705e+07	1.4534e+07	1.79142e+07	1.48825e+07	7.3429e+06	1.80205e+07	6.52362e+06
O14980	O14980		XPO1		1.66295e+07	4.64063e+07	4.51777e+07	7.59304e+07	2.13629e+07	3.0547e+07	3.67081e+07	2.25155e+07
O14981	O14981		BTAF1		4.23054e+07	6.20655e+07	5.11957e+07	7.28101e+07	4.88312e+07	4.45849e+07	5.42536e+07	3.94128e+07
O15013	O15013		ARHGEF10		2.28471e+06	3.46994e+06	2.84635e+06	3.72304e+06	2.30224e+06	2.53458e+06	2.92167e+06	3.31816e+06
O15014	O15014		ZNF609		806013	812188	786292	873612	607679	991797	731346	792560
O15020	O15020		SPTBN2		1.45269e+07	1.54991e+07	1.35764e+07	1.06276e+07	1.55021e+07	1.09476e+07	1.35599e+07	1.08839e+07
O15021	O15021		MAST4		547006	882311	732114	1.058e+06	466149	467020	612557	569026
O15027	O15027		SEC16A		3.52311e+06	4.87345e+06	4.05219e+06	4.55576e+06	4.1462e+06	2.63203e+06	4.41132e+06	2.95858e+06
O15031	O15031		PLXNB2		7.43406e+07	5.27315e+07	6.59534e+07	5.23018e+07	6.35373e+07	6.79285e+07	5.8131e+07	5.90864e+07
O15033	O15033		AREL1		5.74949e+06	5.54887e+06	5.34674e+06	5.91622e+06	6.27145e+06	9.04359e+06	5.57007e+06	9.28376e+06
O15037	O15037		KHNYN		2.24728e+06	1.36512e+06	2.07104e+06	1.99274e+06	1.67525e+06	1.29905e+06	1.73946e+06	1.22875e+06
O15042	O15042		U2SURP		2.39022e+07	6.33563e+07	4.82831e+07	8.42999e+07	3.36468e+07	3.40693e+07	4.25397e+07	2.68222e+07
O15047	O15047		SETD1A			2.23915e+06	2.07538e+06	1.95687e+06	2.96061e+06	1.5435e+06	2.53595e+06	1.03611e+06
O15049	O15049		N4BP3		3.44887e+06	1.88004e+06	2.81354e+06	1.8066e+06	4.03138e+06	1.75743e+06	2.55195e+06	2.38598e+06
O15056	O15056		SYNJ2		7.00858e+06	8.08233e+06	6.94097e+06	8.61117e+06	6.03698e+06	4.51881e+06	5.71709e+06	4.09666e+06
O15063	O15063		GARRE1		547744	653429	627424	764447	453867	286412	638951	317833
O15066	O15066		KIF3B		613884	714863	642244	785166	664511	437828	761108	508062
O15067	O15067		PFAS		1.45028e+07	2.22345e+07	1.779e+07	1.3292e+07	1.44054e+07	1.72441e+07	2.65917e+07	2.2178e+07
O15068	O15068		MCF2L		9.37037e+07	5.11523e+07	9.99731e+07	5.35918e+07	2.42198e+07	8.4417e+07	6.4189e+07	9.48998e+07
O15069	O15069		NACAD									3.52831e+07
O15078	O15078		CEP290		272964	261884	417820	300927	359280	282216	260283	268948
O15084	O15084		ANKRD28		1.68402e+07	2.28161e+07	2.35682e+07	2.58269e+07	1.75437e+07	1.87569e+07	2.23867e+07	1.70288e+07
O15085	O15085		ARHGEF11		1.20109e+07	1.21417e+07	1.49094e+07	1.2093e+07	1.10008e+07	1.12821e+07	1.28993e+07	1.06835e+07
O15091	O15091		PRORP		3.65162e+07	1.46655e+07	3.02691e+07	1.66399e+07	4.30249e+07	2.81496e+07	3.31395e+07	2.54183e+07
O15111	O15111		CHUK		1.54774e+06	2.69949e+06	3.16116e+06	4.80434e+06	1.4876e+06	2.80057e+06	2.17294e+06	1.69832e+06
O15116	O15116		LSM1		2.29068e+06	2.48653e+06	2.74285e+06	2.3901e+06	3.00819e+06	1.91652e+06	3.37349e+06	1.88629e+06
O15118	O15118		NPC1		4.74824e+07	5.08862e+07	6.34756e+07	5.0513e+07	5.20367e+07	6.13305e+07	5.51569e+07	4.33164e+07
O15120	O15120		AGPAT2		1.87125e+07	1.62745e+07	1.88894e+07	2.19089e+07	1.67099e+07	2.48239e+07	1.73894e+07	2.17078e+07
O15121	O15121		DEGS1		1.35917e+07	7.32834e+06	1.23495e+07	1.13607e+07	1.54642e+07	2.3316e+07	1.12589e+07	1.80545e+07
O15123	O15123		ANGPT2		1.60496e+06	2.2937e+06	1.75186e+06	1.81437e+06	2.35508e+06	3.25797e+06	2.89987e+06	3.07761e+06
O15126	O15126		SCAMP1		2.25881e+07	2.82992e+07	2.62112e+07	2.87726e+07	1.87811e+07	2.51942e+07	2.33129e+07	3.11409e+07
O15127	O15127		SCAMP2		1.91364e+07	1.47443e+07	2.26352e+07	2.08856e+07	1.39532e+07	2.95725e+07	1.74141e+07	2.60706e+07
O15143	O15143		ARPC1B		2.35206e+07	2.20259e+07	2.14795e+07	2.8258e+07	1.52564e+07	2.61123e+07	1.7773e+07	1.9649e+07
O15144	O15144		ARPC2		3.30083e+07	3.80451e+07	3.03963e+07	4.07226e+07	2.54336e+07	4.11667e+07	3.06869e+07	3.38233e+07
O15145	O15145		ARPC3		4.17974e+07	4.59708e+07	3.90796e+07	4.87472e+07	3.05797e+07	4.84889e+07	3.58361e+07	4.1086e+07
O15155	O15155		BET1		1.84689e+07	2.47873e+07	1.8585e+07	2.01392e+07	2.53798e+07	2.60769e+07	1.90193e+07	2.23112e+07
O15160	O15160		POLR1C		3.14503e+06	6.93852e+06	4.76943e+06	6.54942e+06	4.24187e+06	4.64532e+06	5.02996e+06	4.65087e+06
O15162	O15162		PLSCR1		2.8496e+07	1.93653e+07	2.7276e+07	1.95009e+07	3.43273e+07	2.59623e+07	2.01716e+07	2.07432e+07
O15173	O15173		PGRMC2		9.13635e+07	9.70855e+07	9.55782e+07	8.77359e+07	1.09269e+08	1.27866e+08	1.02439e+08	1.3993e+08
O15182	O15182		CETN3		3.15342e+06	2.53974e+06	3.01496e+06	2.13235e+06	4.781e+06	2.13445e+06	2.92491e+06	2.48724e+06
O15194	O15194		CTDSPL		2.69568e+06	1.82577e+06	2.63718e+06	2.01304e+06	2.34922e+06	4.63153e+06	2.77834e+06	4.92572e+06
O15211	O15211		RGL2		2.16862e+06	2.13419e+06	2.22711e+06	2.84194e+06	1.71737e+06	1.91709e+06	2.22997e+06	1.47713e+06
O15212	O15212		PFDN6		1.25675e+07	1.73164e+07	1.38907e+07	1.26804e+07	1.16692e+07	1.32237e+07	1.86141e+07	1.22095e+07
O15226	O15226		NKRF		4.17183e+06	9.7229e+06	6.25055e+06	1.38919e+07	4.10824e+06	7.62631e+06	6.10073e+06	7.1995e+06
O15228	O15228		GNPAT		6.61446e+06	5.48819e+06	6.68425e+06	5.41862e+06	5.64273e+06	1.1432e+07	6.06211e+06	8.2649e+06
O15230	O15230		LAMA5		1.06789e+07	3.31644e+06	9.76429e+06	5.45361e+06	5.78843e+06	6.12968e+06	5.5721e+06	3.20202e+06
O15231	O15231		ZNF185		1.09807e+06	3.04096e+06	1.37554e+06	1.41724e+06	707671	979576	745148	734319
O15234	O15234		CASC3		294088	375792	320058	408975	249985	183574	436735	
O15235	O15235		MRPS12		3.33134e+07	1.62881e+07	2.67619e+07	1.12673e+07	3.81293e+07	2.01645e+07	2.85104e+07	2.07336e+07
O15239	O15239		NDUFA1		1.51948e+07	9.19776e+06	1.31112e+07	7.79114e+06	5.51797e+06	1.37676e+07	7.55259e+06	7.75359e+06
O15240	O15240		VGF		683792	339070	688796	496831	493164	1.19505e+06	1.13278e+06	561387
O15243	O15243		LEPROT		1.95276e+06	2.23319e+06	2.03791e+06	1.94901e+06	2.0326e+06	2.41998e+06	1.8921e+06	2.3027e+06
O15254	O15254		ACOX3		9.0962e+06	9.0215e+06	8.40653e+06	5.94938e+06	1.02016e+07	9.65777e+06	1.01016e+07	1.03426e+07
O15258	O15258		RER1		4.09968e+07	4.67122e+07	4.56687e+07	5.67447e+07	4.66536e+07	7.68441e+07	4.04225e+07	6.4646e+07
O15260	O15260		SURF4		7.60339e+07	7.88298e+07	8.00002e+07	9.81296e+07	1.00641e+08	1.13608e+08	8.44954e+07	1.10228e+08
O15269	O15269		SPTLC1		4.69916e+07	5.24989e+07	5.47692e+07	6.11325e+07	5.19331e+07	8.1515e+07	5.81259e+07	8.21359e+07
O15270	O15270		SPTLC2		3.48625e+07	2.90281e+07	4.09179e+07	4.70265e+07	3.39944e+07	5.4296e+07	3.80309e+07	5.06667e+07
O15287	O15287		FANCG		636999	1.29423e+06	763914	780210	656161	965619	629777	1.06592e+06
O15294	O15294		OGT		1.75644e+07	3.54619e+07	2.89327e+07	4.12978e+07	1.79023e+07	3.03053e+07	2.54002e+07	2.44675e+07
O15305	O15305		PMM2		2.7743e+06	7.3188e+06	5.0204e+06	9.26811e+06	2.99412e+06	5.62044e+06	5.00035e+06	4.07658e+06
O15321	O15321		TM9SF1		2.06608e+07	1.77953e+07	2.1564e+07	2.33339e+07	2.72942e+07	3.49336e+07	2.25238e+07	2.90677e+07
O15344	O15344		MID1		1.74861e+06	2.0079e+06	1.9359e+06	1.85356e+06	1.25063e+06	1.70944e+06	1.84631e+06	1.73625e+06
O15347	O15347		HMGB3		2.76879e+07	8.2366e+07	3.54701e+07	5.61932e+07	4.31271e+07	4.29578e+07	5.96654e+07	4.87515e+07
O15355	O15355		PPM1G		1.20651e+07	5.43968e+07	3.60054e+07	5.99436e+07	1.43172e+07	4.29358e+07	3.2717e+07	3.79395e+07
O15357	O15357		INPPL1		3.53502e+06	6.28584e+06	4.69707e+06	6.42652e+06	4.2503e+06	3.50041e+06	4.88293e+06	3.51028e+06
O15371	O15371		EIF3D		9.78673e+06	1.29826e+07	1.23676e+07	1.25488e+07	9.76152e+06	8.58578e+06	1.20719e+07	1.11376e+07
O15372	O15372		EIF3H		1.1736e+07	2.112e+07	1.87564e+07	2.47724e+07	1.20793e+07	1.52803e+07	1.59728e+07	1.40623e+07
O15375	O15375		SLC16A5		2.59876e+06	3.41731e+06	1.86451e+06	1.90654e+06	2.0562e+06	2.37602e+06	2.1147e+06	2.73753e+06
O15382	O15382		BCAT2		3.09013e+07	1.88282e+07	2.0777e+07	1.00212e+07	4.93993e+07	1.41075e+07	2.97658e+07	1.89187e+07
O15397	O15397		IPO8		2.5706e+06	7.83903e+06	5.73867e+06	9.17143e+06	3.41025e+06	6.41134e+06	5.51159e+06	5.87139e+06
O15400	O15400		STX7		2.54165e+07	2.2037e+07	2.89024e+07	2.94643e+07	1.98981e+07	3.38412e+07	2.48529e+07	3.17407e+07
O15403	O15403		SLC16A6		1.21749e+06	3.78836e+06	1.43659e+06	1.01779e+06	1.93232e+06	689008	1.52374e+06	777747
O15417	O15417		TNRC18		590388	1.93847e+06		1.42943e+06		1.29419e+06		1.63439e+06
O15427	O15427		SLC16A3		3.24108e+07	3.28626e+07	2.73904e+07	2.14262e+07	3.99364e+07	2.58699e+07	2.50456e+07	2.37372e+07
O15431	O15431		SLC31A1		2.14928e+07	1.68783e+07	2.65729e+07	2.23644e+07	1.48851e+07	2.59938e+07	2.2471e+07	2.50177e+07
O15439	O15439		ABCC4		1.61129e+07	1.85204e+07	1.76694e+07	1.49584e+07	1.85647e+07	1.84985e+07	1.77798e+07	2.0294e+07
O15440	O15440		ABCC5		9.99972e+06	8.87e+06	1.16671e+07	1.02575e+07	9.67404e+06	1.17385e+07	1.06796e+07	9.71021e+06
O15446	O15446		POLR1G		1.64521e+06	4.42072e+06	3.56729e+06	4.14452e+06	2.09121e+06	2.48168e+06	3.24867e+06	2.39257e+06
O15455	O15455		TLR3		1.32301e+07	7.52506e+06	1.27907e+07	4.00651e+06	1.69259e+07	6.32007e+06	1.28656e+07	9.57587e+06
O15460	O15460		P4HA2		6.92878e+07	1.67595e+07	3.68378e+07	2.00867e+07	7.63742e+07	2.64485e+07	3.57491e+07	2.22208e+07
O15484	O15484		CAPN5		7.82647e+06	6.61279e+06	6.66514e+06	6.23095e+06	6.60186e+06	6.51188e+06	7.72936e+06	6.23967e+06
O15498	O15498		YKT6		3.70833e+07	5.72133e+07	6.98165e+07	8.32399e+07	4.74835e+07	6.75707e+07	5.64356e+07	4.62118e+07
O15504	O15504		NUP42		1.33015e+06	2.56752e+06	1.92545e+06	2.14653e+06	2.92951e+06	1.18727e+06	3.42857e+06	2.54764e+06
O15511	O15511		ARPC5		1.19107e+08	1.0168e+08	9.82906e+07	9.50509e+07	9.41747e+07	1.14585e+08	9.59191e+07	9.3858e+07
O15514	O15514		POLR2D			841579	635884	1.11634e+06	527152	553499	844442	372236
O15525	O15525		MAFG				1.79481e+07	1.19664e+07	2.71541e+07	1.6912e+07		2.04704e+07
O15528	O15528		CYP27B1		2.55449e+06	1.3808e+06	2.0338e+06	1.10722e+06	2.73006e+06	2.22348e+06	1.9694e+06	930954
O15530	O15530		PDPK1		2.21239e+06	2.65616e+06	2.6148e+06	3.22781e+06	2.25732e+06	2.6465e+06	2.79895e+06	2.71963e+06
O15533	O15533		TAPBP		7.62028e+07	4.32877e+07	6.28645e+07	5.50346e+07	7.06914e+07	7.51053e+07	4.91233e+07	4.43221e+07
O15551	O15551		CLDN3		7.35324e+06	1.16929e+06	6.67267e+06	4.60081e+06	3.57335e+06	4.54815e+06	3.84559e+06	1.88369e+06
O15554	O15554		KCNN4		7.73103e+06	5.26348e+06	6.38214e+06	7.763e+06	6.29076e+06	9.12689e+06	5.89707e+06	9.03931e+06
O43143	O43143		DHX15		1.59986e+07	4.99468e+07	2.64369e+07	4.51933e+07	2.15832e+07	2.84429e+07	3.06005e+07	3.27482e+07
O43148	O43148		RNMT		3.34464e+06	7.49817e+06	4.6351e+06	5.94927e+06	3.94247e+06	3.23018e+06	4.65657e+06	3.47288e+06
O43149	O43149		ZZEF1		1.27655e+06	1.87614e+06	1.46167e+06	1.97908e+06	1.41072e+06	1.60566e+06	1.6221e+06	1.71347e+06
O43150	O43150		ASAP2		3.01826e+06	2.80349e+06	3.07024e+06	2.91894e+06	2.61186e+06	2.32691e+06	2.88418e+06	2.67705e+06
O43155	O43155		FLRT2		6.19484e+06	2.58938e+06	4.29483e+06	2.89309e+06	7.42853e+06	5.12639e+06	4.39386e+06	3.86466e+06
O43156	O43156		TTI1		1.80971e+06	3.19585e+06	2.61728e+06	3.76288e+06	1.94391e+06	2.46447e+06	2.74091e+06	2.5518e+06
